SourceSet,機能,画面/API,ケースID,テストケース名,前提条件,入力,手順,期待結果,観点,元観点区分,種別,優先度,リリースゲート,自動化,実装参照,確認証跡,備考,実行状況,実行結果,担当,証跡リンク,MVP最小実施,実施順,有効_実行状況,有効_実行結果,実施方式,実施環境,自動化対象,前提データ,実行備考
exhaustive,管理API｜lunch-menu-items,POST /api/admin/lunch-menu-items,TC-EX-LM-AP-401,追加 未認証,セッションなし,手順参照,POST JSON は route.ts の分岐に合わせる,HTTP 401,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/route.ts,HTTP+JSON,,,,,,,,"=IF($W124=""対象"",IFERROR(IF(xlookup($D124,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D124,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S124),$S124),$S124)","=IF($W124=""対象"",IFERROR(IF(xlookup($D124,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D124,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T124),$T124),$T124)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜lunch-menu-items,POST /api/admin/lunch-menu-items,TC-EX-LM-AP-422D2K,description 2001文字超,管理者,手順参照,POST JSON は route.ts の分岐に合わせる,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/route.ts,HTTP+JSON,,,,,,,,"=IF($W125=""対象"",IFERROR(IF(xlookup($D125,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D125,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S125),$S125),$S125)","=IF($W125=""対象"",IFERROR(IF(xlookup($D125,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D125,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T125),$T125),$T125)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜lunch-menu-items,POST /api/admin/lunch-menu-items,TC-EX-LM-AP-422N0,name 空,管理者,手順参照,POST JSON は route.ts の分岐に合わせる,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/route.ts,HTTP+JSON,,,,,,,,"=IF($W126=""対象"",IFERROR(IF(xlookup($D126,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D126,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S126),$S126),$S126)","=IF($W126=""対象"",IFERROR(IF(xlookup($D126,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D126,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T126),$T126),$T126)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜lunch-menu-items,POST /api/admin/lunch-menu-items,TC-EX-LM-AP-422N120,name 121文字超,管理者,手順参照,POST JSON は route.ts の分岐に合わせる,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/route.ts,HTTP+JSON,,,,,,,,"=IF($W127=""対象"",IFERROR(IF(xlookup($D127,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D127,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S127),$S127),$S127)","=IF($W127=""対象"",IFERROR(IF(xlookup($D127,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D127,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T127),$T127),$T127)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜lunch-menu-items,POST /api/admin/lunch-menu-items,TC-EX-LM-AP-422P,price_tax_included 非整数・0以下,管理者,手順参照,POST JSON は route.ts の分岐に合わせる,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/route.ts,HTTP+JSON,,,,,,,,"=IF($W128=""対象"",IFERROR(IF(xlookup($D128,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D128,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S128),$S128),$S128)","=IF($W128=""対象"",IFERROR(IF(xlookup($D128,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D128,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T128),$T128),$T128)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜lunch-menu-items,POST /api/admin/lunch-menu-items,TC-EX-LM-AP-500,insert 失敗,管理者,手順参照,POST JSON は route.ts の分岐に合わせる,HTTP 500,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/route.ts,HTTP+JSON,,,,,,,,"=IF($W129=""対象"",IFERROR(IF(xlookup($D129,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D129,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S129),$S129),$S129)","=IF($W129=""対象"",IFERROR(IF(xlookup($D129,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D129,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T129),$T129),$T129)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-DL-200,DELETE 成功,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 200,正常,正常,正常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W130=""対象"",IFERROR(IF(xlookup($D130,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D130,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S130),$S130),$S130)","=IF($W130=""対象"",IFERROR(IF(xlookup($D130,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D130,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T130),$T130),$T130)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-DL-400ID,DELETE id 不正,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 400,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W131=""対象"",IFERROR(IF(xlookup($D131,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D131,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S131),$S131),$S131)","=IF($W131=""対象"",IFERROR(IF(xlookup($D131,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D131,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T131),$T131),$T131)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-DL-401,DELETE 未認証,セッションなし,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 401,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W132=""対象"",IFERROR(IF(xlookup($D132,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D132,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S132),$S132),$S132)","=IF($W132=""対象"",IFERROR(IF(xlookup($D132,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D132,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T132),$T132),$T132)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-DL-500,DELETE DB 失敗,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 500,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W133=""対象"",IFERROR(IF(xlookup($D133,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D133,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S133),$S133),$S133)","=IF($W133=""対象"",IFERROR(IF(xlookup($D133,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D133,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T133),$T133),$T133)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-200,部分更新成功,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 200,正常,正常,正常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W134=""対象"",IFERROR(IF(xlookup($D134,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D134,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S134),$S134),$S134)","=IF($W134=""対象"",IFERROR(IF(xlookup($D134,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D134,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T134),$T134),$T134)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-400ID,id が UUID 形式でない,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 400,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W135=""対象"",IFERROR(IF(xlookup($D135,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D135,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S135),$S135),$S135)","=IF($W135=""対象"",IFERROR(IF(xlookup($D135,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D135,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T135),$T135),$T135)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-400J,JSON 壊れ,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 400,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W136=""対象"",IFERROR(IF(xlookup($D136,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D136,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S136),$S136),$S136)","=IF($W136=""対象"",IFERROR(IF(xlookup($D136,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D136,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T136),$T136),$T136)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-401,PATCH 未認証,セッションなし,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 401,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W137=""対象"",IFERROR(IF(xlookup($D137,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D137,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S137),$S137),$S137)","=IF($W137=""対象"",IFERROR(IF(xlookup($D137,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D137,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T137),$T137),$T137)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-404,存在しない UUID,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 404,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W138=""対象"",IFERROR(IF(xlookup($D138,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D138,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S138),$S138),$S138)","=IF($W138=""対象"",IFERROR(IF(xlookup($D138,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D138,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T138),$T138),$T138)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422DL,description 2001文字超,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W139=""対象"",IFERROR(IF(xlookup($D139,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D139,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S139),$S139),$S139)","=IF($W139=""対象"",IFERROR(IF(xlookup($D139,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D139,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T139),$T139),$T139)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422DT,description が文字列/null 以外,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W140=""対象"",IFERROR(IF(xlookup($D140,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D140,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S140),$S140),$S140)","=IF($W140=""対象"",IFERROR(IF(xlookup($D140,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D140,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T140),$T140),$T140)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422EMP,更新キーなし,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W141=""対象"",IFERROR(IF(xlookup($D141,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D141,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S141),$S141),$S141)","=IF($W141=""対象"",IFERROR(IF(xlookup($D141,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D141,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T141),$T141),$T141)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422IA,is_active が boolean でない,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W142=""対象"",IFERROR(IF(xlookup($D142,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D142,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S142),$S142),$S142)","=IF($W142=""対象"",IFERROR(IF(xlookup($D142,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D142,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T142),$T142),$T142)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422NE,name 空または 121 文字超,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W143=""対象"",IFERROR(IF(xlookup($D143,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D143,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S143),$S143),$S143)","=IF($W143=""対象"",IFERROR(IF(xlookup($D143,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D143,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T143),$T143),$T143)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422NM,name が文字列でない,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W144=""対象"",IFERROR(IF(xlookup($D144,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D144,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S144),$S144),$S144)","=IF($W144=""対象"",IFERROR(IF(xlookup($D144,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D144,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T144),$T144),$T144)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422PR,price_tax_included 不正,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W145=""対象"",IFERROR(IF(xlookup($D145,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D145,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S145),$S145),$S145)","=IF($W145=""対象"",IFERROR(IF(xlookup($D145,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D145,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T145),$T145),$T145)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-422SO,sort_order が整数でない,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 422,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W146=""対象"",IFERROR(IF(xlookup($D146,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D146,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S146),$S146),$S146)","=IF($W146=""対象"",IFERROR(IF(xlookup($D146,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D146,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T146),$T146),$T146)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜lunch-menu-items/[id],PATCH/DELETE /api/admin/lunch-menu-items/{id},TC-EX-LM-PCH-500,update 失敗,管理者,手順参照,PATCH または DELETE（ケース名に応じる）,HTTP 500,異常,異常,異常系,P1,リリース前推奨,可,src/app/api/admin/lunch-menu-items/[id]/route.ts,HTTP+DB,,,,,,,,"=IF($W147=""対象"",IFERROR(IF(xlookup($D147,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D147,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S147),$S147),$S147)","=IF($W147=""対象"",IFERROR(IF(xlookup($D147,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D147,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T147),$T147),$T147)",manual,both,no,個別確認,デフォルト分類（必要なら BY_CASE_ID に追加）
exhaustive,管理API｜matches PATCH 補正,PATCH /api/admin/matches/{assignmentId},TC-EX-MP-200,正常補正,管理者,手順参照,"PATCH JSON（overrideReason, reservationAId, reservationBId, eventDaySlotId, refereeReservationId）",200 ok true,正常,正常,正常系,P0,MVP必須,可,src/app/api/admin/matches/[id]/route.ts,HTTP+DB match_assignments+match_adjustment_logs,,,,,,,,"=IF($W148=""対象"",IFERROR(IF(xlookup($D148,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D148,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S148),$S148),$S148)","=IF($W148=""対象"",IFERROR(IF(xlookup($D148,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D148,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T148),$T148),$T148)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜matches PATCH 補正,PATCH /api/admin/matches/{assignmentId},TC-EX-MP-400I,assignmentId 非UUID,管理者,手順参照,"PATCH JSON（overrideReason, reservationAId, reservationBId, eventDaySlotId, refereeReservationId）",400 無効な id,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/matches/[id]/route.ts,HTTP+DB match_assignments+match_adjustment_logs,,,,,,,,"=IF($W149=""対象"",IFERROR(IF(xlookup($D149,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D149,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S149),$S149),$S149)","=IF($W149=""対象"",IFERROR(IF(xlookup($D149,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D149,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T149),$T149),$T149)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜matches PATCH 補正,PATCH /api/admin/matches/{assignmentId},TC-EX-MP-400J,JSON 壊れ,管理者,手順参照,"PATCH JSON（overrideReason, reservationAId, reservationBId, eventDaySlotId, refereeReservationId）",400,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/matches/[id]/route.ts,HTTP+DB match_assignments+match_adjustment_logs,,,,,,,,"=IF($W150=""対象"",IFERROR(IF(xlookup($D150,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D150,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S150),$S150),$S150)","=IF($W150=""対象"",IFERROR(IF(xlookup($D150,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D150,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T150),$T150),$T150)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
exhaustive,管理API｜matches PATCH 補正,PATCH /api/admin/matches/{assignmentId},TC-EX-MP-400NC,変更なし,管理者,手順参照,"PATCH JSON（overrideReason, reservationAId, reservationBId, eventDaySlotId, refereeReservationId）",400 変更内容がありません,異常,異常,異常系,P0,MVP必須,可,src/app/api/admin/matches/[id]/route.ts,HTTP+DB match_assignments+match_adjustment_logs,,,,,,,,"=IF($W151=""対象"",IFERROR(IF(xlookup($D151,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D151,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S151),$S151),$S151)","=IF($W151=""対象"",IFERROR(IF(xlookup($D151,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D151,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T151),$T151),$T151)",local-integration,local,partial,admin cookie または service role・seed,管理API（ヒューリスティック）
